S29,sometimes you have to be aware of the fact that the sharing of the data and the sharing of the information so that everyone gets and equal opportunity to uhm have the piece of the project that’s theirs and that is relevant to them and works for them and for those pieces that overlap each other to make sure that you're as inclusive as possible.  
S30,I'm tending to work with some of the sample people again and again it's because I've found that they're a good fit and that we work well together and we really respect each other's thoughts and opinions and each other's sort of areas.  
S31,I've been doing this long enough now that I kind of know who I want to work with and who I like to work with and who works well.  
S32,when you're working with other collaborators so you know quite often you end up working with people that you know you can kind of deal with and work with and then when they introduce you to new people to work with quite often those people are also of similar mind and then so that helps facilitate those ongoing relationships.  
S33,I think that you can get bigger projects so that you can get larger sums of money.  
S34,(large project benefit) and you can also potentially have a project that spans a broader scope because you may have somebody that's in the micro end and then somebody that  is doing epidemiology and somebody else that's doing sociology or economics or whatever the case may be.  
S35,(large project benefit) I get a lot of different people with different ideas that come together and they might help you see it from a different perspective and give you some new insight into it.  
S36,(large project benefit) it also helps round out the entire project and approach so it makes it hopefully more meaningful as an entire package than if each one of us was doing our own little area on our own.  
S37,I think there's lots of opportunity to cross over with people that have different backgrounds and expertize I regularly work with the computer programmer and stuff like that.  
S38,What are the disadvantages or problems associated with working on projects with collaborators in different fields?Language is sometimes a challenge when I use for terminology the same terms may be used differently within their sphere.  
S39,if I say something's significant or that there's a significant difference I mean that statistically there's a significant difference where somebody else might say there's a significant difference without applying any statistics to it and so that sort of language may be different.  
S40,(benefits to heterogeneous groups) Just because it allows you some more insight into other realms and gives you some ideas for potentially expanding your knowledge base and making use of other people's expertise and trying to find a solution to whatever it is that you happen to be researching.  
S41,sometimes if we're all sort of coming from the same place maybe the biggest disadvantage is that we don't necessarily think of it outside of our area of expertise so we're not really understanding it maybe from the whole big picture part of things we're just looking at one piece of it.  
S42,(benefit to homo group) sometimes you're just looking at once pieces of it and sometimes that's all you need to look at to try and get your answer so you're just looking really specifically at something from that specific point of view.  
S43,You always have data sharing agreements that you have to have in place and so that's always a standard sort of thing that needs to be performed so you need to have an understanding and how you're going to share the data and who's going to use it when where and how.  
S44,I am always on the analysis and sort of looking at the data from an analytical point of view and how to analyze it and what we need to do with it as far as presenting it.  
S45,I am always on the analysis and sort of looking at the data from an analytical point of view and how to analyze it and what we need to do with it as far as presenting it.  
S46,usually my role is in design as well as a part of being an epidemiologist.  
S47,(data sharing) Quite often it's dictated to us somewhat by the organization that we work with so often the legal department at the universities will have some sort of data sharing agreements that they'll have in place and then they share them with us at the public health agency and then we come to an agreement on how we're what the exact wording is going to be for the data sharing.  
S48,at the end of the day there's a formal written document that stipulates that you know these are the data that we're going to share and this is likely how they're going to be used etc. etc.  
S49,(data sharing) you have the in person or the teleconference discussions about the nitty gritty parts of it so breaking it down into much more detail as to who's going to do what and when those things are going to happen.  
S50,the departments within the government that deal with intellectual property and there just has to be agreements between the two legal departments between the two organizations to make sure that it's clear what everybody is agreeing to do and that they have the authority to do that.  
S51,quite often those agreements are sort of a 10 thousand foot view and then the actual working part of it you know the I'm going to write a paper on this or I'm going to analyze the data from this or I'm going to make sure that the isolettes are tested for you know these with these tests that tis much more specific and is usually just from the informal group discussion.  
S52,I would say that almost 100% of my collaborations well there's usually some component to both teleconferencing and meeting in person).  
S53,more often than not most of the conversations are done through teleconference because we're usually quite dispersed so there might be people you know out in eastern Canada there might be people down in the states like Colorado or in Alberta or Calgary so there's people from all over the place that will make it very difficult for you to have routine in person meetings so usually stuff is done via teleconference or WebEx’s or skype or something along those lines.  
S54,we often will try once a year or so to get into a face to face type meeting but it just depends upon the budget and what's available and also on the project so that's the challenge is that quite often these things have to be done by distance.  
S55,I think that the disadvantage is to teleconferencing is that it you're not as engaged I think often on the phone as you are in person you're not as focused you might be multitasking and distracted and so if it's something that's not specific to you at that point in time you're more likely to be sort of drawn away or distracted by you know something else that's going on.  
S56,and it's also difficult sometimes when to you're on teleconference particularly get a read for the people in the room as to sort of what the atmosphere is or how they're feeling or what they're sort of thought process are.  
S57,whereas if you're in the room you can read body language and facial expressions and those sorts of things.  
S58,teleconferencing as well to try and just get a good feel for where people are coming from and so those dynamics those sort of interpersonal dynamics are missing.  
S59,quite often if you're meeting with people in person you get the opportunity you know to have one on one conversations with people without the entire hearing what you're saying and you can't really do that very easily over a teleconference.  
S60,quite often if you're meeting with people in person you get the opportunity you know to have one on one conversations with people without the entire hearing what you're saying and you can't really do that very easily over a teleconference you have to kind of table it and have a separate conversation with them at a separate time which may not I don't know sometimes that can be challenging.  
S61,quite often it's just telephone teleconferencing and discussions and things if we feel that there's a need for having some sort of interface where we can you know see presentations or working documents anything along those lines so I've used adobe … one project I've used the blue jeans from Colorado state I've used the WebEx version I've … those are probably going to be the main ones that I’ve used.  
S62,I find that the thing with skype that frustrates me about skype is that quite often the voice part of it isn't very good it kind of cuts in and out and is maybe a little slow with the video feed and things so I'm just not a big Skyper.  
S63,.  
S64,telephone I think that it's always consistent and it always works right so I can be guaranteed that regardless of what happens my telephone will work.  
S65,work I can't always guarantee that WebEx is going to work and that we're not going to have linking issues or that you're not going to have issues with skype or even blue jeans or whatever like some of those more complex technologies they can go wrong and especially if you start to get a lot of people on them.  
S66,"webex, skype etc I've had challenges with you know people not being able to hear you when you're talking you know just microphone issues compatibility with your computer issues all that sort of stuff that's a challenge.  "
S67,I use the telephone with all of my collaborators but I also like I say just depending upon the meeting and stuff we will do internet connection as well but definitely but I have used the telephone with all of my collaborators in the past.  
S68,And when you're doing these meetings where you're doing a web connection is that kind of like an everybody's there kind of meeting or just with a couple? Yes that's often the way it is that it's an everybody's there meeting and.  
S69,sometimes it's just a one on one and we need to really I need to be able to see some data that they're working on or some information that they're working on and that we need to be able to discuss it as we look at the information together and so even sometimes it will be only one or two people out of the group that are having these discussions and they're be actually doing an internet connection of some fashion so that we can actually look at the same thing at the same time and make sure that we're all understanding each other.  
S70,do you ever choose to use one over another for a specific collaborator? sometimes it's a matter of what they can access and what works for them.  
S71,I tend to use WebEx more than anything and that's just because that's what we use within the government and so that tends to be my go-to thing.  
S72,quite often if I'm dealing with other people you know from other organizations or whatever they have their own either internal university one that they use or they have their own personal one that they like to use so it can vary with the collaborators.  
S73,blue jeans was a more specific to Colorado state than it is to some of the others and then there's another program that we used out of Kansas state for a different project that was only you're only able to access it was actually through Kansas state so there was like university specific programs that you had to be invited and included in by their invitation in order to be able to even access it.  
S74,there'll be aspects of it that you'll be responsible for summarizing and presenting to the rest of the group and you kind of like I say previously have your arrangement or agreement as to who's going to do what and then you'll go from there.  
S75,So when you're presenting can you what kind of tools are you using or how is this presentation sort of conversation going?Sometimes it can be via PowerPoint that you'll do your presentation in and you'll just do a summary sort of formal type presentation.  
S76,you may have shared a document or output or something like that from your programming or you're even your syntax or whatever you might share that or have some discussion about those things and then go through those documents even just as you're going over the phone you can say well if you look under section 2 you can see that I put x y or z and I'd like your input on this or this is how I've interpreted this or whatever the case.  
S77,other times like I say if you're actually connecting over and above just being on the telephone and you have an actual interface between the two of you. You can show those documents on the interface or you can do a formal like PowerPoint presentation as well.  
S79,Usually it's a larger group that we do PowerPoints for.  
S80,unless we're preparing for a different meeting with some external stakeholders or something like that and then maybe we'll go through the PowerPoints together and have a discussion about how we want to present things or what’s going to be included or not going to be included in a particular PowerPoint.  
S81,more often than not within the group if you're doing a PowerPoint presentation it's usually for the group as a whole not just one or two people.  
S82,"And just out of quick curiosity, why PowerPoint? What other presentation tool are you thinking? Well I mean I've seen people use a pdf or… Oh yeah I've done that too.  "
S83,PowerPoint I think I go to just because it's what I know uhm and it's what I have on my computer and so it's easy to use.  
S84,I've gone to some conferences and things like that if people are going between versions of PowerPoint then they've had issues with formatting but me personally I've never run into that.  
S85,So when you're sharing documents or program output what kind of tool are you using how you are sharing that? Sometimes it's just a word document sometimes it's I'll pdf it and send it as a pdf those would probably be the most common and excel files sometimes.  
S86,So when you're sharing documents or program output what kind of tool are you using how you are sharing that?Sometimes it's just a word document sometimes it's I'll pdf it and send it as a pdf those would probably be the most common and excel files sometimes.  
S87,So when you're sharing documents or program output what kind of tool are you using how you are sharing that?Sometimes it's just a word document sometimes it's I'll pdf it and send it as a pdf those would probably be the most common and excel files sometimes.  
S88,So are you sending them documents with email?Yeah usually.  
S89,I have Dropbox and I don't use it routinely unless it's for big files and things like that but I have used it.  
S90,if the files are getting really big there's often limits on your email as to how big of a file you can send so it depends on the size of the file.  
S91,when would you use email over dropbox the people that I’m working with some of them are not Dropbox users and aren't comfortable you know taking an approach that way.  
S92,email is primarily the challenge is that the file sizes get to big and so you have to split stuff up and send it in separate emails and things so that's the challenge right.  
S93,emailing documents sometimes it's for the entire group and sometimes it's just for a sub group of us that are working on a particular aspect of the project.  
S94,I guess that the challenge is with a larger group is that sometimes there's different settings on firewalls and things like that size of files that can be sent and so on so that you get bounce backs and then it gets to be more difficult but that would be the biggest issue I think sharing documents.  
S95,then when you're discussing these files that you're sharing what tool do you typically use for that?we're usually on the phone or like I say sometimes we'll use the uhm some sort of internet connection so that we can actually both see they can see my screen or I can see their screen we can share you know a viewing privileges back and forth or presenter privileges.  
S96,sometimes it's just an email back and forth or you'll read the document and review it and add comments or questions or thoughts or whatever or sometimes you'll do it that way as well discussing shared files.  
S97,if we're trying to make some decisions about where we want to go and how we want to do things quite often with will be more like a telephone call or web communication if there's something that sort of needs to be discussed and worked out … and it's sort of a major concept idea.  
S98,whereas the email you might actually have something that you've already come to terms with how you're going to deal with it and it's just sort of getting written up.  
S99,you might be adding in feedback on the information that's been provided how it's been presented you might just spend time doing that on your own and then writing comments throughout the document and sending emails back and forth.  
S100,or if there's something that's really quick and easy to answer you might just do that through email rather than you know doing it through a telephone call or WebEx or things.  
S101,so sometimes it's a quick and easy thing you'll do it through email.  
S102,sometimes if it's like a manuscript that you want to go through and provide details edits and comments on then you'll do that also through email because you'll want to spend the time actually really focusing on the document yourself.  
S103,I think is that particularly with email there's no context it's like saying text messages people can read tone or attitude into the written word if you're not careful about how you phrase it or how you respond and sometimes even as simple as a yes or a no can be taken out of context so you take the risk of potentially offending somebody or upsetting them.  
S104,if you're actually having a conversation with them they can hear the tone and they can hear the input.  
S105,there's an opportunity for a back and forth discussion actually having a conversation with them phone.  
S106,"If you could create a hypothetical future technology to make collaborating easier, what would it be?Something that's universal.  "
S107,"If you could create a hypothetical future technology to make collaborating easier, what would it be?that is technically simple.  "
S108,"If you could create a hypothetical future technology to make collaborating easier, what would it be?reliable.  "
S109,"If you could create a hypothetical future technology to make collaborating easier, what would it be?inexpensive.  "
S110,"If you could create a hypothetical future technology to make collaborating easier, what would it be?If it has opportunity for good interaction I guess like engaging and interacting.  "
S111,"you probably encountered one of the difficulties of where I am, we have where I am. a lot of the people we want to talk to are in a different hemisphere and a different time zone.  "
S112,ok and what is the goal of your research? it’s usually eventual cure of the infections.  
S113,It’s a mixture between applied and basic research.  
S114,"Ok, so what is the average number of researchers or collaborators on projects that you worked on in general? Maybe 5, can I qualify that so if it would you count principle investigators only or the teams of those investigators as well The teams as well Ok then that would be more like 15 to 20.  "
S115,Ok the largest groups that I’m involved in at the moment just thinking it’s got 10 principle investigators. And it would represent over 100 participants if we counted the teams and students.  
S116,The smallest would be 2 principles with a team of 5 personnel.  
S117,"if they are local and I would say that is within melbourne, a lot of the different participants will have different professional duties. So I’m a research and teaching appointment at the university while I’ll be working with someone who is an infectious diseases person with a case load and trying to schedule opportunities to get researchers together is really difficult. Um, because of the competing demands on peoples time. Very few of us are research only"
S118,If it’s a national collaboration then the distances in Australia are really huge. So the nearest expert could be 1000 kilometers away. So the opportunities to interact with them directly are even less. 
S119,If it’s a national collaboration then the distances in Australia are really huge. So the nearest expert could be 1000 kilometers away. So the opportunities to interact with them directly are even less. And so people try to make good use of conferences and things to piggy back meetings onto
S120,large projects because I think that the real thing that has made the greatest benefits is that you are exposed to very different ways of thinking people bring quite unique perspectives to a project and as soon as somebody goes ahead we can use what you’re doing and expand it to our mutual benefit then you get this sort of opportunistic snowball effect of what was the core idea then expanding into a much larger program and that can be done when you start with a common point of interest.  
S121,small groups one of the advantages I feel is that you end up being able to get down to fine detail of experimental design and direction and the sort of strategic positioning that you can't just do in a larger forum because it’s not time efficient and so some of those meetings of 2 or 3 people where you can actually fine tune things and do the sort of polishing I guess.  
S122,small groups A disadvantage is that sometimes the amount of effort that you need for securing the ongoing funding for small project is huge so the insecurity of being able to maintain the activities is not a fit for the rewards.  
S123,in our national competitive founding the chances that a grant is granted is well under 20% and so there’s a lot an effort in putting proposals forward that don't actually lead to any actual research. Uh the big collaborative ones tend to be more successful.  
S124,people are moving more to the big collaborative groups rather than the smaller direction basically because that we've been told to go in and that’s where the successes are so we are driven to the larger groups.  
S125,"there’s two elements one is if you are a big collaborative group going for big purchase that’s more likely to be successful, as far as getting research support and then once you’ve got that support its more likely to give research outcomes as measured by further grants, publications, PhD completions and strengthen the research community is an outcome. Not easily measurable but collaborative gain.  "
S126,What my expectations be in a collaboration is that initially people would have contributed to the design of the proposed project and the arguments supporting it and working out some sort of a budget.  
S127,Once we have secured proposed funding then would have particular components that would fall into our portfolio and that we would meet regularly to report progress on those but within your own portfolio we would work in laboratory with students to designing experiments and carrying out those experiments and essentially reporting those results back to the collaborative group.  
S128,it’s my expertise as a micro biologist and I’m thinking of this big consortium in this moment. I’m in a faculty of agriculture and veterinary science. And they needed an agriculture and veterinary element to the larger project so its disciplines specific expertise and my own network and contacts is what I contribute. 
S129,"Ok, so how many collaborators are on the project? There’s 10 investigators.  "
S130,Ok so what percentage have involved at least one collaborator that is at a different institution All of them.  
S131,"Ok, and in those projects where you have collaborators at another institution why are you choosing to work with those collaborators Usually they have resources ore expertise that aren't available at my institution.  "
S132,"Ok, so how do you go about finding or choosing those collaborators? I usually use personal networks.  "
S133,I usually go to somebody and say look I need some more bioinformatics and I know you are doing a project with good bioinformatics in it how do you get that done and who do I go to talk to and I usually follow that sort of root to go and find key people locally or so yes very dependent on personal networks.  
S134,Has there ever been a situation where you didn't know anybody who had the expertise that you needed Yes and that usually resulted in us not doing the project.  
S135,we can't just say to somebody don't worry we'll find somebody because they didn't exist that would be a key component that didn't that wouldn't be achieved.  
S136,Face to face meetings are a much better form of communication and then using a skype or conference calls or while they augment those meetings. You get a lot better progress face to face.  
S137,I think it’s necessary to at least have some opportunities for those face to face.  
S138,The frequency is of course do to circumstances the personal interactions are preferable but not always achievable for international collaborators we would generally contact them through conferencing so we are going for multiple purposes on a trip.  
S139,"I use email, do conference calls to meet at a distance.  "
S140,"I’m not finding skype to be all that great, lots of unreliable. Connection is in and out, poor quality of sound and image. To the point where we oft plan a skyped meeting and replace it with phone. It’s just not good enough it’s a barrier to c communication"
S141,". It shouldn't be difficult to use skype, our faculty are distributed across a number of locations in house video conferencing that we can use works reasonably well but the people at the distance sites tend to be present in small numbers and it’s been physically at the table you get a better voice in conversations.  "
S142,When I use email is we use email as the first preference. A lot of the reporting and communication.  
S143,when an issue is complication needs the input of several people at the same time and same conversation or is sensitive then it’s better to have a conference call where people can speak in real time vs email.  
S144,Written word does not always elaborate what the person is trying to say.  
S145,"email sometimes people are reluctant to fully express themselves in writing, they are more maybe more comfortable to say it personally. Because emails can always sent on. You don't know that that conversation is stopping at that recipient. "
S146,certainly with data and so things that needed to be expressed scientifically I definitely use email to distribute documents.  
S147,I definitely use email to distribute documents or something like a drop box but probably back it up with email to say when precision is required and with a record of that needs to be embedded in the communication is email is good.  
S149,video conferencing So we have it within the faculty and it has been used within the university.  
S150,video conferencing I haven't used it between institutions because usually the system is not compatible.  
S151,I prefer to use a video conference to a telephone conference because the document connection and better interactions.  
S152,What percentage of your projects involve collaborators who are in very different fields from yours like research fieldsProbably I would say 10 to 15%.  
S153,"I have a collaboration on a historical project that is far away from my research discipline as I can think of. But there is a common theme of the history of agricultures, there’s the link there. But the historic element is quiet out of my area of expertise. Quite like it actually"
S154,I like what I find is that in your own specialized field everyone has been trained to in a certain paradigm of the way we collect design report data try it in a particular style that is impose by how a journal is written. It’s completely out of your area I’d be science engineering technology math. And go into social sciences and the approach to research is completely different and it makes me think about well better or different ways of doing things. 
S155,Are there any other benefits to working with on projects with collaborators who are in different fields?Well it does challenge your own assumptions about how research is conducted.  
S156,I was working with say engineers while it’s a different field it’s still in the science engineering medicine area so the challenge there would not be some much approached though the science but the understanding of the capacity what we can do in the mechanics of the discipline.  
S157,You can't erase that what we do relies on experts in the field.  
S158,. their expertise is what you trust and that comes again to that personal connection that you want to establish and spend that time and investment wanting to understanding what I want to get out of a project and where they see you might be contributing to their overall game.  
S159,But you know I can't always embrace the technology but yeah we to communicate that but that’s part of our job.  
S160,benefit to homo partly because you know what you know and you can actually jump over a whole lot of assumption and focus  straight on the higher level objectives and goals and you can get into that at higher level of details and that’s sometimes what you do in that small specialist groups.  
S161,benefit to homo The objective is more clearly defined rather than exploring do they understand what I’m saying and I don't understand what their saying.  
S162,Sometimes in a small group if a person is no longer available or no longer available for whatever reason. They are no longer willing or available or able to participate then you can lose a major player in a project and that could just jeopardize the whole project.  
S164,. Say I’ve got a big group here a member of that group has a significant relationship with another big group. that could be in the us or on the other side of Australia and they already have that key relationship that’s working and we would definitely be using those to bridge between groups and we would be using those small representatives from each of the large groups to make a bridge and so that we would pick out and identify things that at are of mutual benefit. 
S165,the way you found my name because of the Paul Mory proposal that actually a pretty good example of how our group on antibiotic stewardship threw some key contacts on Paul Mory proposal and ended up putting in contact with each other and then were able to start that interaction and then intern one of our members was able to say to Paul mory group we have key contacts in Asia if they would be useful to your consortium.  
S166,So it’s kind of like nodes connecting nodes is actually very valuable and you don't have to have all of the nodes participating as a large input. I think the preciseness of the nodes is I think variable but the strengths of the group backs them up.  
S167,within our faculty we have shared computer drives for groups so within the faculty secured drives are backed up by the university.  
S168,Within groups drop box is good for sharing data.  
S169,I know a lot of people use google docs but I have never really go around to using that effectively because its linked to a Gmail account.  
S170,some other emails are central repositories is certainly a norm and so it’s really essential. Otherwise you’re searching through archives for sharing data.  
S171,If the activity is within the faculty for a small group. would use the shared drive to share documents.  
S172,if it was an activity that extended beyond my faculty then I use drop box and simply because the shared drive is managed a faculty level and you can let other people into it for data security.  
S173,I know people use iPad as well but not everyone is using I technology.  
S174,Drop box is easy.  
S175,I haven't found any issues with drop box.  
S176,with the shared drive I have had issues because it may have internal it management systems change things than your upgrade something or there are changes within the it environment and the data is always there its always backed up so that reassuring but it may not always be at your finger tips.  
S177,with the shared drive I have had issues because it may have internal it management systems change things than your upgrade something or there are changes within the it environment and the data is always there its always backed up so that reassuring but it may not always be at your finger tips.  
S178,"Ok, you mentioned that sometimes when you share documents you would share it via documents and then send an email out. I know that’s redundant but it reflects my age and when you do a drop box it says your linked into it the drop box has been updated. So it doesn't tell you it’s been updated so if you are using it for multiple activates you have to go into drop box and see what was updated. "
S179,Whereas I send an email to a friend or collaborator just saying ill upload that into drop box then you can expect to see it there. That’s how I do it.  
S180,. I was involved in a multi faculty project earlier this year with probably 10 people representing a whole lot of different faculty and we used drop box.  
S181,we would have a physical meeting and have actions that were decide then and what we would say is I would prepare that apart of the document and I’ll upload it into the drop box and the next person who was dependent on that would take it and further developed the document.  
S182,we were developing a report and while there were some emails that said yes I’ve done the job it’s still the agreement on how this is what we are going to do this task. The consensus.  
S183,I think that this group worked cooperatively they need to uh have some team building time and that was done around the board table.  
S184,they could argue backwards and forwards and that was easy to do by drop an email.  
S185,The consensus needs to be reached in person.  
S186,have a brief conference call just to make sure that everybody is all on board do all understand shier roles and expectations.  
S187,reaching consensus via email I probably would have resorted to a conference call after the various individual emails and when we are close to some sort of plan then we would have a brief conference call.  
S188,I would probably uh always endeavor a conversation be it via conference call or face to face if I’m seeking commitment from other parties.  
S189,why conference call or face to face  Because you can involve multiple people at the same time.  
S190,email is just a two way conversation where as a telephone call or a face to face everybody is participating even if it is listening to the exchange and have the opportunity to contribute or dispute.  
S191,email is just a two way conversation where as a telephone call or a face to face everybody is participating even if it is listening to the exchange and have the opportunity to contribute or dispute.  
S192,The limitations with email is that it only goes between two people. I know you can copy it to everybody. And you can always over lane and unsynchronized parts of conversations. But it’s two blocky
S193,I find email has a limitation. I’d rather have voice.  
S194,If skype worked more reliably I’d do it with skype.  
S195,hypothetical well it would have some nice voice recognition software embedded into it. I have dragon for writing documents and sometimes in uh exchanges it would be handy to have those automatic minutes almost written up. I’ve had some good voice recognition. 
S196,hypothetical even if it had a voice connection the humans are interacting by vocally and audio that the computer is taking notes for us. I’d like that because it would be more efficient in recording outcomes up.  
S197,hypothetical they'd have to be some way of controlling it so that it wasn't intrusive so if so that people can't demand your attention or participation. You know on your computer you might get this little Bing Bing Bing. It’s a constant distraction from what you’re doing intrusive. You should be able to control your opt in and opt out
S198,there’s a scene in the kings men where they need to have a meeting of a number of people the boardroom table. There are two flesh and blood people at the table but the rest of the people are all holograms. That would be really cool. 
S199,there probably is really good video conferencing that are available that I just don't have access to so bit more accessible.  
S200,conferencing would make sense to me site book facilities. That would be better if you could just do it the office.  
S201,"All of my research is about meat safety management. So, did some, like, validation studies in lab or in the plant, in beef packing plant.  "
S202,"recently, my project is about using metagenomics with next-generation sequencing for pathogenic detection.  "
S203,"So, like the total number involved in the big one, I guess it's more than ten, probably fifteen-ish # of collaborators.  "
S204,We try to help industry and also provide safety products for the public.  
S205,"Smallest one, it's just like two people.  "
S206,"Just, there are a lot of projects are involved with teamwork, so I would say, ten? average #.  "
S207,small I would guess have to do more work by limited number of people.  
S208,"small Yeah, it's very, it's easier to manage the project.  "
S209,"if you only have two people, it's easy to arrange, schedule things, and we need to do it, we can do it now, but if we have more people, then you need to ask everyone's schedule.  "
S210,"if there are more people get involved, then I guess, people share less responsibilities sometimes.  "
S211,"For the projects, to be honest, sometimes few, like if we need to write manuscript, then there is a problem on the authorship thing. I guess, that's an issue.  "
S212,"large Sometimes, like the work itself requires a lot of people to get involved, cause it's just larger amount of work that need to be done, so basically two or three people just cannot finish it. So we need a teamwork.  "
S213,fifty percent of projects involve at least one collab at another institution.  
S214,"why did you choose to work with those collaborators who are not located here?Cause, they are like technical support, so we need their lab space and there lab technicians. And I think that's the most important thing.  "
S215,"So are they providing, like, some sort of service you can't get here?Yes.  "
S216,"distributed , cause if they are, a lot of people get involved in one project and, if there are some communication issues, and then you would just cannot finish your goal, cause we'll have that problem before.  "
S217,"most of the time we communicate with the labs, what they need to do, we tell them. But, in that time, also the plant told them something that what they wanted to do? And the lab just get confused. And then, we just didn't get our results back. We had to redo it"
S218,"sometimes we need to travel outside the state, so and all of those labs are very close to where we need to work on the project. So I guess, convenience? Not here, but where we actually have the project. distributed. "
S219,colocated don't think there are any disadvantages about that.  
S220,"colocated Easy to communicate, cause we don't need to really, like, write email or call; it's just like talk to people and what you need to do.  "
S221,"If you speak face-to-face, like sometimes people will know your mood, I guess? And they will know like how serious you want them to do something.  "
